respondent_id,h1n1_vaccine,seasonal_vaccine
26760,0.03819444444444445,0.07664233576642336
26761,0.3090277777777778,0.5912408759124088
26762,0.22569444444444445,0.7408759124087592
26763,0.7048611111111112,0.927007299270073
26764,0.7951388888888888,0.9087591240875912
26765,0.1840277777777778,0.572992700729927
26766,0.2361111111111111,0.2116788321167883
26767,0.8298611111111112,0.7445255474452555
26768,0.0763888888888889,0.38321167883211676
26769,0.1423611111111111,0.28102189781021897
26770,0.1111111111111111,0.48905109489051096
26771,0.07291666666666667,0.3613138686131387
26772,0.1284722222222222,0.4854014598540146
26773,0.125,0.3467153284671533
26774,0.09027777777777778,0.3978102189781022
26775,0.06597222222222222,0.551094890510949
26776,0.3402777777777778,0.4233576642335766
26777,0.1875,0.8065693430656934
26778,0.1388888888888889,0.14963503649635038
26779,0.2465277777777778,0.5875912408759124
26780,0.2222222222222222,0.843065693430657
26781,0.1736111111111111,0.4708029197080292
26782,0.04861111111111111,0.28102189781021897
26783,0.020833333333333332,0.20437956204379562
26784,0.19791666666666666,0.7846715328467153
26785,0.2951388888888889,0.656934306569343
26786,0.05555555555555555,0.14233576642335766
26787,0.059027777777777776,0.4781021897810219
26788,0.052083333333333336,0.8795620437956204
26789,0.07291666666666667,0.28832116788321166
26790,0.03125,0.15328467153284672
26791,0.052083333333333336,0.10218978102189781
26792,0.0763888888888889,0.6204379562043796
26793,0.24305555555555555,0.9306569343065694
26794,0.3923611111111111,0.7992700729927007
26795,0.22569444444444445,0.791970802919708
26796,0.017361111111111112,0.04744525547445255
26797,0.2604166666666667,0.5656934306569343
26798,0.3263888888888889,0.2116788321167883
26799,0.2604166666666667,0.38686131386861317
26800,0.125,0.9635036496350365
26801,0.15625,0.2773722627737226
26802,0.06597222222222222,0.1897810218978102
26803,0.03819444444444445,0.17883211678832117
26804,0.03819444444444445,0.10948905109489052
26805,0.06597222222222222,0.19708029197080293
26806,0.03819444444444445,0.9087591240875912
26807,0.3958333333333333,0.8102189781021898
26808,0.08680555555555555,0.3759124087591241
26809,0.3784722222222222,0.22992700729927007
26810,0.04861111111111111,0.08759124087591241
26811,0.05555555555555555,0.1386861313868613
26812,0.3541666666666667,0.7664233576642335
26813,0.4479166666666667,0.551094890510949
26814,0.010416666666666666,0.6642335766423357
26815,0.003472222222222222,0.0364963503649635
26816,0.15625,0.33941605839416056
26817,0.027777777777777776,0.6204379562043796
26818,0.22569444444444445,0.3613138686131387
26819,0.18055555555555555,0.20802919708029197
26820,0.09722222222222222,0.17518248175182483
26821,0.10416666666666667,0.5656934306569343
26822,0.125,0.6715328467153284
26823,0.3020833333333333,0.4416058394160584
26824,0.027777777777777776,0.6678832116788321
26825,0.5381944444444444,0.6897810218978102
26826,0.03819444444444445,0.7299270072992701
26827,0.0625,0.145985401459854
26828,0.10416666666666667,0.4124087591240876
26829,0.75,0.9124087591240876
26830,0.059027777777777776,0.7554744525547445
26831,0.16319444444444445,0.8029197080291971
26832,0.017361111111111112,0.8467153284671532
26833,0.059027777777777776,0.5145985401459854
26834,0.2777777777777778,0.48905109489051096
26835,0.3888888888888889,0.781021897810219
26836,0.2986111111111111,0.7153284671532847
26837,0.13194444444444445,0.11313868613138686
26838,0.1111111111111111,0.583941605839416
26839,0.18055555555555555,0.40875912408759124
26840,0.13194444444444445,0.2737226277372263
26841,0.4791666666666667,0.7481751824817519
26842,0.0625,0.1897810218978102
26843,0.041666666666666664,0.06204379562043796
26844,0.0763888888888889,0.35036496350364965
26845,0.0625,0.6532846715328468
26846,0.034722222222222224,0.7591240875912408
26847,0.3888888888888889,0.19343065693430658
26848,0.06597222222222222,0.7481751824817519
26849,0.4618055555555556,0.5875912408759124
26850,0.4618055555555556,0.5875912408759124
26851,0.017361111111111112,0.043795620437956206
26852,0.0763888888888889,0.12773722627737227
26853,0.2465277777777778,0.45985401459854014
26854,0.03819444444444445,0.10583941605839416
26855,0.3923611111111111,0.8029197080291971
26856,0.16666666666666666,0.13503649635036497
26857,0.5138888888888888,0.4233576642335766
26858,0.09027777777777778,0.40875912408759124
26859,0.017361111111111112,0.12408759124087591
26860,0.24305555555555555,0.26277372262773724
26861,0.041666666666666664,0.09124087591240876
26862,0.017361111111111112,0.3613138686131387
26863,0.12152777777777778,0.3795620437956204
26864,0.3888888888888889,0.33941605839416056
26865,0.10416666666666667,0.06204379562043796
26866,0.06944444444444445,0.6861313868613139
26867,0.16666666666666666,0.19708029197080293
26868,0.7326388888888888,0.8175182481751825
26869,0.04861111111111111,0.2664233576642336
26870,0.7222222222222222,0.8248175182481752
26871,0.013888888888888888,0.04744525547445255
26872,0.15625,0.3795620437956204
26873,0.1111111111111111,0.708029197080292
26874,0.017361111111111112,0.12408759124087591
26875,0.4479166666666667,0.843065693430657
26876,0.09027777777777778,0.1386861313868613
26877,0.2638888888888889,0.1897810218978102
26878,0.16666666666666666,0.3613138686131387
26879,0.020833333333333332,0.0364963503649635
26880,0.10069444444444445,0.1678832116788321
26881,0.010416666666666666,0.072992700729927
26882,0.059027777777777776,0.12043795620437957
26883,0.14583333333333334,0.2116788321167883
26884,0.08333333333333333,0.19343065693430658
26885,0.2048611111111111,0.5875912408759124
26886,0.11805555555555555,0.8065693430656934
26887,0.5694444444444444,0.8613138686131386
26888,0.9479166666666666,0.9306569343065694
26889,0.020833333333333332,0.15693430656934307
26890,0.1701388888888889,0.551094890510949
26891,0.6875,0.8795620437956204
26892,0.1423611111111111,0.5802919708029197
26893,0.020833333333333332,0.09854014598540146
26894,0.2916666666666667,0.2846715328467153
26895,0.04861111111111111,0.8138686131386861
26896,0.041666666666666664,0.06934306569343066
26897,0.1423611111111111,0.46715328467153283
26898,0.16319444444444445,0.48905109489051096
26899,0.013888888888888888,0.09854014598540146
26900,0.05555555555555555,0.26277372262773724
26901,0.14583333333333334,0.5072992700729927
26902,0.1527777777777778,0.8321167883211679
26903,0.23958333333333334,0.15693430656934307
26904,0.10416666666666667,0.5
26905,0.3784722222222222,0.7408759124087592
26906,0.017361111111111112,0.35036496350364965
26907,0.020833333333333332,0.5109489051094891
26908,0.034722222222222224,0.6897810218978102
26909,0.16666666666666666,0.1678832116788321
26910,0.1423611111111111,0.40145985401459855
26911,0.05555555555555555,0.21897810218978103
26912,0.5069444444444444,0.8832116788321168
26913,0.6666666666666666,0.8211678832116789
26914,0.03819444444444445,0.1897810218978102
26915,0.20833333333333334,0.5802919708029197
26916,0.04513888888888889,0.2116788321167883
26917,0.1076388888888889,0.15693430656934307
26918,0.875,0.9890510948905109
26919,0.16319444444444445,0.5875912408759124
26920,0.03819444444444445,0.08029197080291971
26921,0.16319444444444445,0.7554744525547445
26922,0.041666666666666664,0.7445255474452555
26923,0.2708333333333333,0.5218978102189781
26924,0.8506944444444444,0.9671532846715328
26925,0.1875,0.7627737226277372
26926,0.4930555555555556,0.49635036496350365
26927,0.4965277777777778,0.6678832116788321
26928,0.04861111111111111,0.4927007299270073
26929,0.09722222222222222,0.27007299270072993
26930,0.5833333333333334,0.7883211678832117
26931,0.14930555555555555,0.551094890510949
26932,0.16666666666666666,0.8576642335766423
26933,0.027777777777777776,0.572992700729927
26934,0.4236111111111111,0.6277372262773723
26935,0.1284722222222222,0.4306569343065693
26936,0.3263888888888889,0.21532846715328466
26937,0.17708333333333334,0.7846715328467153
26938,0.04513888888888889,0.07664233576642336
26939,0.020833333333333332,0.14233576642335766
26940,0.08333333333333333,0.22262773722627738
26941,0.13541666666666666,0.3467153284671533
26942,0.5277777777777778,0.6642335766423357
26943,0.19444444444444445,0.6313868613138686
26944,0.024305555555555556,0.12408759124087591
26945,0.03125,0.5401459854014599
26946,0.1076388888888889,0.6204379562043796
26947,0.11805555555555555,0.4708029197080292
26948,0.059027777777777776,0.08394160583941605
26949,0.041666666666666664,0.09854014598540146
26950,0.06597222222222222,0.6131386861313869
26951,0.10069444444444445,0.4051094890510949
26952,0.7708333333333334,0.8503649635036497
26953,0.375,0.7956204379562044
26954,0.027777777777777776,0.15693430656934307
26955,0.09722222222222222,0.6678832116788321
26956,0.1076388888888889,0.10948905109489052
26957,0.1111111111111111,0.8759124087591241
26958,0.19444444444444445,0.6386861313868614
26959,0.11805555555555555,0.27007299270072993
26960,0.03125,0.06934306569343066
26961,0.22916666666666666,0.43795620437956206
26962,0.12152777777777778,0.7956204379562044
26963,0.14930555555555555,0.4343065693430657
26964,0.027777777777777776,0.30656934306569344
26965,0.5694444444444444,0.8540145985401459
26966,0.027777777777777776,0.0948905109489051
26967,0.19791666666666666,0.5072992700729927
26968,0.052083333333333336,0.8905109489051095
26969,0.16319444444444445,0.25547445255474455
26970,0.6979166666666666,0.6423357664233577
26971,0.034722222222222224,0.12773722627737227
26972,0.06944444444444445,0.06934306569343066
26973,0.09027777777777778,0.19343065693430658
26974,0.2534722222222222,0.3795620437956204
26975,0.14930555555555555,0.6496350364963503
26976,0.8298611111111112,0.6386861313868614
26977,0.125,0.45255474452554745
26978,0.05555555555555555,0.7262773722627737
26979,0.6493055555555556,0.7956204379562044
26980,0.03125,0.13138686131386862
26981,0.19791666666666666,0.48905109489051096
26982,0.7083333333333334,0.7773722627737226
26983,0.19444444444444445,0.4124087591240876
26984,0.027777777777777776,0.1386861313868613
26985,0.03125,0.0948905109489051
26986,0.04513888888888889,0.34306569343065696
26987,0.027777777777777776,0.2664233576642336
26988,0.017361111111111112,0.14233576642335766
26989,0.375,0.8503649635036497
26990,0.020833333333333332,0.14233576642335766
26991,0.1701388888888889,0.5255474452554745
26992,0.3368055555555556,0.48905109489051096
26993,0.020833333333333332,0.8795620437956204
26994,0.2152777777777778,0.38686131386861317
26995,0.1597222222222222,0.40875912408759124
26996,0.3090277777777778,0.3759124087591241
26997,0.03819444444444445,0.06204379562043796
26998,0.06597222222222222,0.07664233576642336
26999,0.2673611111111111,0.5109489051094891
27000,0.03125,0.291970802919708
27001,0.0763888888888889,0.8357664233576643
27002,0.08333333333333333,0.38686131386861317
27003,0.020833333333333332,0.025547445255474453
27004,0.2048611111111111,0.19343065693430658
27005,0.2777777777777778,0.6642335766423357
27006,0.7013888888888888,0.864963503649635
27007,0.013888888888888888,0.17518248175182483
27008,0.11458333333333333,0.07664233576642336
27009,0.06597222222222222,0.28832116788321166
27010,0.03819444444444445,0.10583941605839416
27011,0.08680555555555555,0.2116788321167883
27012,0.25,0.5109489051094891
27013,0.18055555555555555,0.3978102189781022
27014,0.09375,0.3978102189781022
27015,0.20833333333333334,0.12043795620437957
27016,0.1111111111111111,0.28102189781021897
27017,0.6631944444444444,0.8832116788321168
27018,0.03125,0.30656934306569344
27019,0.9166666666666666,0.9854014598540146
27020,0.2638888888888889,0.36496350364963503
27021,0.2569444444444444,0.5693430656934306
27022,0.09027777777777778,0.18248175182481752
27023,0.10416666666666667,0.13138686131386862
27024,0.09375,0.4744525547445255
27025,0.22569444444444445,0.15328467153284672
27026,0.0625,0.4635036496350365
27027,0.027777777777777776,0.6970802919708029
27028,0.53125,0.8540145985401459
27029,0.13541666666666666,0.3284671532846715
27030,0.2881944444444444,0.3759124087591241
27031,0.4618055555555556,0.7627737226277372
27032,0.16319444444444445,0.5802919708029197
27033,0.5,0.6459854014598541
27034,0.11805555555555555,0.5
27035,0.0763888888888889,0.24087591240875914
27036,0.22916666666666666,0.6240875912408759
27037,0.5763888888888888,0.6131386861313869
27038,0.013888888888888888,0.014598540145985401
27039,0.4965277777777778,0.8357664233576643
27040,0.1701388888888889,0.3686131386861314
27041,0.041666666666666664,0.7043795620437956
27042,0.09375,0.5474452554744526
27043,0.4340277777777778,0.6751824817518248
27044,0.027777777777777776,0.08759124087591241
27045,0.06597222222222222,0.7043795620437956
27046,0.1111111111111111,0.1386861313868613
27047,0.4930555555555556,0.45985401459854014
27048,0.1284722222222222,0.5291970802919708
27049,0.3645833333333333,0.7664233576642335
27050,0.10416666666666667,0.572992700729927
27051,0.04861111111111111,0.19343065693430658
27052,0.09027777777777778,0.25547445255474455
27053,0.8368055555555556,0.9124087591240876
27054,0.017361111111111112,0.029197080291970802
27055,0.11805555555555555,0.7737226277372263
27056,0.17708333333333334,0.16423357664233576
27057,0.059027777777777776,0.0948905109489051
27058,0.9131944444444444,0.9452554744525548
27059,0.08680555555555555,0.1386861313868613
27060,0.06597222222222222,0.2846715328467153
27061,0.03819444444444445,0.5109489051094891
27062,0.1597222222222222,0.4854014598540146
27063,0.0798611111111111,0.5
27064,0.1875,0.5437956204379562
27065,0.1597222222222222,0.5
27066,0.09375,0.5
27067,0.71875,0.8613138686131386
27068,0.6145833333333334,0.8065693430656934
27069,0.6388888888888888,0.9051094890510949
27070,0.013888888888888888,0.08394160583941605
27071,0.08680555555555555,0.14963503649635038
27072,0.3125,0.4781021897810219
27073,0.13541666666666666,0.9087591240875912
27074,0.14583333333333334,0.3175182481751825
27075,0.5034722222222222,0.7335766423357665
27076,0.6180555555555556,0.6094890510948905
27077,0.0763888888888889,0.1678832116788321
27078,0.13541666666666666,0.7554744525547445
27079,0.2152777777777778,0.8248175182481752
27080,0.125,0.17883211678832117
27081,0.16319444444444445,0.7335766423357665
27082,0.2326388888888889,0.38321167883211676
27083,0.11458333333333333,0.23722627737226276
27084,0.6840277777777778,0.7518248175182481
27085,0.027777777777777776,0.040145985401459854
27086,0.034722222222222224,0.08759124087591241
27087,0.07291666666666667,0.22992700729927007
27088,0.4375,0.718978102189781
27089,0.1909722222222222,0.17518248175182483
27090,0.4305555555555556,0.7262773722627737
27091,0.5972222222222222,0.49635036496350365
27092,0.14930555555555555,0.25547445255474455
27093,0.2013888888888889,0.26277372262773724
27094,0.041666666666666664,0.10218978102189781
27095,0.14930555555555555,0.6678832116788321
27096,0.13194444444444445,0.26277372262773724
27097,0.4270833333333333,0.656934306569343
27098,0.6944444444444444,0.8722627737226277
27099,0.2986111111111111,0.44525547445255476
27100,0.10069444444444445,0.6861313868613139
27101,0.09722222222222222,0.5802919708029197
27102,0.1388888888888889,0.8102189781021898
27103,0.03819444444444445,0.08759124087591241
27104,0.3854166666666667,0.6167883211678832
27105,0.1388888888888889,0.4562043795620438
27106,0.59375,0.8065693430656934
27107,0.5659722222222222,0.7153284671532847
27108,0.1840277777777778,0.22627737226277372
27109,0.1527777777777778,0.08759124087591241
27110,0.017361111111111112,0.34306569343065696
27111,0.08680555555555555,0.4306569343065693
27112,0.4930555555555556,0.6824817518248175
27113,0.11458333333333333,0.12043795620437957
27114,0.024305555555555556,0.08759124087591241
27115,0.4791666666666667,0.7043795620437956
27116,0.09375,0.8467153284671532
27117,0.006944444444444444,0.06934306569343066
27118,0.07291666666666667,0.5547445255474452
27119,0.10069444444444445,0.2591240875912409
27120,0.2673611111111111,0.9343065693430657
27121,0.04861111111111111,0.6934306569343066
27122,0.027777777777777776,0.35036496350364965
27123,0.12152777777777778,0.22992700729927007
27124,0.041666666666666664,0.19343065693430658
27125,0.020833333333333332,0.08029197080291971
27126,0.2222222222222222,0.2773722627737226
27127,0.05555555555555555,0.10218978102189781
27128,0.2465277777777778,0.44525547445255476
27129,0.34375,0.5145985401459854
27130,0.1527777777777778,0.29927007299270075
27131,0.09722222222222222,0.12773722627737227
27132,0.34375,0.9014598540145985
27133,0.09375,0.6423357664233577
27134,0.8541666666666666,0.9708029197080292
27135,0.13541666666666666,0.5547445255474452
27136,0.08333333333333333,0.583941605839416
27137,0.1597222222222222,0.26277372262773724
27138,0.125,0.48175182481751827
27139,0.10416666666666667,0.22992700729927007
27140,0.90625,0.927007299270073
27141,0.6944444444444444,0.6678832116788321
27142,0.003472222222222222,0.18613138686131386
27143,0.3506944444444444,0.3759124087591241
27144,0.06597222222222222,0.13503649635036497
27145,0.6284722222222222,0.7627737226277372
27146,0.16319444444444445,0.8321167883211679
27147,0.0798611111111111,0.22992700729927007
27148,0.07291666666666667,0.145985401459854
27149,0.3229166666666667,0.20437956204379562
27150,0.3819444444444444,0.843065693430657
27151,0.2743055555555556,0.7883211678832117
27152,0.034722222222222224,0.23357664233576642
27153,0.3611111111111111,0.8613138686131386
27154,0.6875,0.8905109489051095
27155,0.2152777777777778,0.8175182481751825
27156,0.013888888888888888,0.24452554744525548
27157,0.052083333333333336,0.5766423357664233
27158,0.003472222222222222,0.34306569343065696
27159,0.027777777777777776,0.10583941605839416
27160,0.1736111111111111,0.3029197080291971
27161,0.3506944444444444,0.6167883211678832
27162,0.08680555555555555,0.8284671532846716
27163,0.4409722222222222,0.46715328467153283
27164,0.13541666666666666,0.2737226277372263
27165,0.5625,0.7153284671532847
27166,0.2881944444444444,0.2737226277372263
27167,0.1840277777777778,0.5364963503649635
27168,0.1701388888888889,0.6678832116788321
27169,0.4583333333333333,0.6605839416058394
27170,0.65625,0.8832116788321168
27171,0.027777777777777776,0.1897810218978102
27172,0.0763888888888889,0.7591240875912408
27173,0.3333333333333333,0.4343065693430657
27174,0.13194444444444445,0.15328467153284672
27175,0.09027777777777778,0.14233576642335766
27176,0.7118055555555556,0.8868613138686131
27177,0.7673611111111112,0.8795620437956204
27178,0.027777777777777776,0.21897810218978103
27179,0.1527777777777778,0.21532846715328466
27180,0.13541666666666666,0.3722627737226277
27181,0.07291666666666667,0.8467153284671532
27182,0.5034722222222222,0.7737226277372263
27183,0.017361111111111112,0.6423357664233577
27184,0.1284722222222222,0.4306569343065693
27185,0.3923611111111111,0.656934306569343
27186,0.23958333333333334,0.8284671532846716
27187,0.1076388888888889,0.30656934306569344
27188,0.10416666666666667,0.3905109489051095
27189,0.1527777777777778,0.7883211678832117
27190,0.3020833333333333,0.7846715328467153
27191,0.3159722222222222,0.9525547445255474
27192,0.3472222222222222,0.6861313868613139
27193,0.010416666666666666,0.13138686131386862
27194,0.3611111111111111,0.5
27195,0.017361111111111112,0.1897810218978102
27196,0.14583333333333334,0.2773722627737226
27197,0.125,0.6167883211678832
27198,0.53125,0.9124087591240876
27199,0.2569444444444444,0.41605839416058393
27200,0.1527777777777778,0.5656934306569343
27201,0.5138888888888888,0.8503649635036497
27202,0.19444444444444445,0.32116788321167883
27203,0.027777777777777776,0.17153284671532848
27204,0.04513888888888889,0.043795620437956206
27205,0.2048611111111111,0.36496350364963503
27206,0.2013888888888889,0.36496350364963503
27207,0.14930555555555555,0.2116788321167883
27208,0.7534722222222222,0.7737226277372263
27209,0.03125,0.21897810218978103
27210,0.07291666666666667,0.2846715328467153
27211,0.09375,0.26277372262773724
27212,0.3333333333333333,0.7992700729927007
27213,0.3854166666666667,0.5802919708029197
27214,0.03819444444444445,0.13503649635036497
27215,0.16666666666666666,0.656934306569343
27216,0.2777777777777778,0.8540145985401459
27217,0.10069444444444445,0.22262773722627738
27218,0.6666666666666666,0.8321167883211679
27219,0.6111111111111112,0.551094890510949
27220,0.4131944444444444,0.4051094890510949
27221,0.1076388888888889,0.6788321167883211
27222,0.10416666666666667,0.48175182481751827
27223,0.10416666666666667,0.718978102189781
27224,0.09375,0.6204379562043796
27225,0.2708333333333333,0.24817518248175183
27226,0.0763888888888889,0.34306569343065696
27227,0.18055555555555555,0.17883211678832117
27228,0.59375,0.7883211678832117
27229,0.4409722222222222,0.8065693430656934
27230,0.3055555555555556,0.8540145985401459
27231,0.3645833333333333,0.7883211678832117
27232,0.125,0.5218978102189781
27233,0.4340277777777778,0.39416058394160586
27234,0.04861111111111111,0.072992700729927
27235,0.8229166666666666,0.927007299270073
27236,0.13541666666666666,0.9087591240875912
27237,0.7361111111111112,0.8394160583941606
27238,0.5694444444444444,0.8138686131386861
27239,0.3125,0.2737226277372263
27240,0.09375,0.35766423357664234
27241,0.06944444444444445,0.10948905109489052
27242,0.25,0.5182481751824818
27243,0.03125,0.09854014598540146
27244,0.059027777777777776,0.10948905109489052
27245,0.14930555555555555,0.4306569343065693
27246,0.8611111111111112,0.9343065693430657
27247,0.2708333333333333,0.9343065693430657
27248,0.2604166666666667,0.7445255474452555
27249,0.0763888888888889,0.6131386861313869
27250,0.0625,0.14233576642335766
27251,0.052083333333333336,0.45255474452554745
27252,0.20833333333333334,0.42700729927007297
27253,0.052083333333333336,0.7883211678832117
27254,0.9618055555555556,0.9817518248175182
27255,0.2569444444444444,0.3102189781021898
27256,0.7534722222222222,0.9379562043795621
27257,0.3923611111111111,0.48905109489051096
27258,0.3055555555555556,0.708029197080292
27259,0.3229166666666667,0.718978102189781
27260,0.0798611111111111,0.3905109489051095
27261,0.2708333333333333,0.7445255474452555
27262,0.11458333333333333,0.3759124087591241
27263,0.0763888888888889,0.09124087591240876
27264,0.11458333333333333,0.16423357664233576
27265,0.14930555555555555,0.38321167883211676
27266,0.13194444444444445,0.3467153284671533
27267,0.2673611111111111,0.5401459854014599
27268,0.0798611111111111,0.1386861313868613
27269,0.65625,0.5437956204379562
27270,0.024305555555555556,0.12773722627737227
27271,0.041666666666666664,0.20072992700729927
27272,0.08680555555555555,0.4197080291970803
27273,0.059027777777777776,0.2773722627737226
27274,0.1388888888888889,0.4562043795620438
27275,0.22916666666666666,0.38321167883211676
27276,0.027777777777777776,0.22627737226277372
27277,0.06944444444444445,0.9306569343065694
27278,0.13194444444444445,0.31386861313868614
27279,0.09027777777777778,0.2737226277372263
27280,0.3368055555555556,0.40875912408759124
27281,0.0625,0.38321167883211676
27282,0.16666666666666666,0.9051094890510949
27283,0.13194444444444445,0.24817518248175183
27284,0.1875,0.4708029197080292
27285,0.059027777777777776,0.33941605839416056
27286,0.11458333333333333,0.5145985401459854
27287,0.14583333333333334,0.6459854014598541
27288,0.59375,0.7956204379562044
27289,0.20833333333333334,0.45255474452554745
27290,0.04513888888888889,0.043795620437956206
27291,0.5,0.7737226277372263
27292,0.1076388888888889,0.5802919708029197
27293,0.059027777777777776,0.8978102189781022
27294,0.059027777777777776,0.06934306569343066
27295,0.5451388888888888,0.8905109489051095
27296,0.1076388888888889,0.8321167883211679
27297,0.11805555555555555,0.7226277372262774
27298,0.041666666666666664,0.21897810218978103
27299,0.3298611111111111,0.6934306569343066
27300,0.19791666666666666,0.7737226277372263
27301,0.04861111111111111,0.0364963503649635
27302,0.1875,0.7226277372262774
27303,0.1701388888888889,0.2591240875912409
27304,0.08333333333333333,0.8029197080291971
27305,0.05555555555555555,0.11313868613138686
27306,0.2152777777777778,0.6021897810218978
27307,0.7986111111111112,0.8576642335766423
27308,0.24305555555555555,0.24452554744525548
27309,0.7569444444444444,0.9671532846715328
27310,0.034722222222222224,0.25547445255474455
27311,0.0763888888888889,0.23357664233576642
27312,0.125,0.4854014598540146
27313,0.041666666666666664,0.12043795620437957
27314,0.05555555555555555,0.08759124087591241
27315,0.059027777777777776,0.16423357664233576
27316,0.2152777777777778,0.781021897810219
27317,0.18055555555555555,0.2591240875912409
27318,0.10069444444444445,0.22262773722627738
27319,0.2673611111111111,0.8211678832116789
27320,0.2638888888888889,0.7773722627737226
27321,0.1284722222222222,0.6277372262773723
27322,0.2847222222222222,0.28832116788321166
27323,0.052083333333333336,0.4343065693430657
27324,0.2847222222222222,0.7043795620437956
27325,0.7916666666666666,0.9452554744525548
27326,0.05555555555555555,0.6386861313868614
27327,0.2361111111111111,0.34306569343065696
27328,0.3611111111111111,0.4635036496350365
27329,0.12152777777777778,0.2664233576642336
27330,0.04513888888888889,0.6751824817518248
27331,0.1111111111111111,0.20802919708029197
27332,0.15625,0.8175182481751825
27333,0.7291666666666666,0.7481751824817519
27334,0.0625,0.09124087591240876
27335,0.2638888888888889,0.21897810218978103
27336,0.09375,0.17518248175182483
27337,0.3229166666666667,0.7408759124087592
27338,0.1909722222222222,0.38686131386861317
27339,0.13194444444444445,0.34306569343065696
27340,0.006944444444444444,0.11678832116788321
27341,0.2048611111111111,0.7335766423357665
27342,0.2638888888888889,0.5802919708029197
27343,0.052083333333333336,0.06569343065693431
27344,0.4166666666666667,0.4124087591240876
27345,0.0625,0.18248175182481752
27346,0.4826388888888889,0.8759124087591241
27347,0.7673611111111112,0.9197080291970803
27348,0.052083333333333336,0.20802919708029197
27349,0.12152777777777778,0.2518248175182482
27350,0.0798611111111111,0.8905109489051095
27351,0.5590277777777778,0.7883211678832117
27352,0.0763888888888889,0.25547445255474455
27353,0.059027777777777776,0.17153284671532848
27354,0.3645833333333333,0.6861313868613139
27355,0.23958333333333334,0.3357664233576642
27356,0.3159722222222222,0.7773722627737226
27357,0.04861111111111111,0.38686131386861317
27358,0.3541666666666667,0.6277372262773723
27359,0.3923611111111111,0.7007299270072993
27360,0.23958333333333334,0.8065693430656934
27361,0.052083333333333336,0.7554744525547445
27362,0.3090277777777778,0.49635036496350365
27363,0.1388888888888889,0.23357664233576642
27364,0.03125,0.38686131386861317
27365,0.3645833333333333,0.6715328467153284
27366,0.28125,0.6313868613138686
27367,0.22916666666666666,0.5364963503649635
27368,0.013888888888888888,0.6277372262773723
27369,0.04861111111111111,0.058394160583941604
27370,0.059027777777777776,0.7700729927007299
27371,0.2569444444444444,0.3759124087591241
27372,0.05555555555555555,0.12408759124087591
27373,0.7256944444444444,0.7372262773722628
27374,0.003472222222222222,0.28832116788321166
27375,0.14583333333333334,0.8029197080291971
27376,0.3784722222222222,0.35036496350364965
27377,0.2743055555555556,0.48175182481751827
27378,0.08333333333333333,0.10583941605839416
27379,0.04861111111111111,0.23722627737226276
27380,0.16666666666666666,0.8029197080291971
27381,0.052083333333333336,0.656934306569343
27382,0.25,0.36496350364963503
27383,0.07291666666666667,0.583941605839416
27384,0.04513888888888889,0.39416058394160586
27385,0.14583333333333334,0.9525547445255474
27386,0.0763888888888889,0.864963503649635
27387,0.6701388888888888,0.8065693430656934
27388,0.22916666666666666,0.33941605839416056
27389,0.034722222222222224,0.14233576642335766
27390,0.024305555555555556,0.051094890510948905
